carbon_monoxide,nitrogen_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,particulates2_5,particulates10,ammonia,air_quality_index,date
403.88,0.12,31.87,30.4,2.59,6.69,8.51,3.45,1,2023-12-13 03:00:00
407.22,0.16,30.5,27.18,1.7,7.09,8.99,4.02,1,2023-12-13 04:00:00
383.85,0.11,26.73,28.61,1.33,6.11,7.87,4.02,1,2023-12-13 05:00:00
340.46,0.03,19.88,35.76,1.24,4.34,5.73,3.55,1,2023-12-13 06:00:00
313.76,0.02,15.94,39.7,1.21,3.63,4.72,3.13,1,2023-12-13 07:00:00
313.76,0.03,16.11,36.48,1.18,4.06,5.04,3.1,1,2023-12-13 08:00:00
320.43,0.04,17.31,32.54,1.22,4.7,5.65,3.17,1,2023-12-13 09:00:00
330.45,0.07,19.71,27.54,1.39,5.63,6.63,3.36,1,2023-12-13 10:00:00
347.14,0.16,22.62,21.99,1.59,6.62,7.68,3.74,1,2023-12-13 11:00:00
370.5,0.45,25.36,15.74,1.76,7.65,8.8,4.31,1,2023-12-13 12:00:00
440.6,3.91,32.22,5.28,1.8,10.27,11.77,5.64,2,2023-12-13 13:00:00
554.08,15.42,37.01,0.4,1.79,13.53,15.42,7.03,2,2023-12-13 14:00:00
640.87,24.59,40.44,1.11,1.89,16.09,18.25,7.73,2,2023-12-13 15:00:00
607.49,24.14,33.93,8.14,1.77,14.59,16.78,6.65,2,2023-12-13 16:00:00
540.73,21.23,25.7,15.56,1.49,12.3,14.47,5.0,2,2023-12-13 17:00:00
494.0,18.1,21.42,19.85,1.64,10.74,12.87,4.18,2,2023-12-13 18:00:00
337.12,5.2,14.57,45.78,4.83,6.72,8.09,2.09,1,2023-12-13 19:00:00
317.1,3.21,13.37,48.64,4.83,6.71,8.06,1.69,1,2023-12-13 20:00:00
310.42,1.96,14.57,47.21,5.13,7.45,9.06,1.49,1,2023-12-13 21:00:00
377.18,2.93,27.08,30.4,5.54,9.64,11.68,2.12,1,2023-12-13 22:00:00
480.65,5.25,42.84,6.44,4.77,11.96,14.34,3.1,2,2023-12-13 23:00:00
534.06,12.29,40.1,0.53,3.55,13.07,15.69,3.61,2,2023-12-14 00:00:00
540.73,14.31,36.33,0.3,2.83,14.21,17.07,3.7,2,2023-12-14 01:00:00
514.03,11.62,35.99,0.45,2.56,15.01,17.86,3.42,2,2023-12-14 02:00:00
467.3,6.65,35.99,1.48,2.71,14.38,17.02,2.94,2,2023-12-14 03:00:00
420.57,1.79,33.59,7.06,2.41,13.15,15.39,2.15,2,2023-12-14 04:00:00
423.91,1.82,32.22,6.97,1.36,13.06,15.14,1.74,2,2023-12-14 05:00:00
413.89,1.44,29.13,6.62,1.25,12.18,14.04,2.09,2,2023-12-14 06:00:00
397.21,0.98,25.36,7.33,1.22,11.55,13.24,2.09,2,2023-12-14 07:00:00
380.52,0.68,22.28,8.31,1.19,11.35,12.89,2.12,2,2023-12-14 08:00:00
373.84,0.64,20.73,8.23,1.15,11.31,12.74,2.25,2,2023-12-14 09:00:00
373.84,0.77,20.39,6.97,1.12,11.46,12.82,2.47,2,2023-12-14 10:00:00
377.18,1.09,20.56,5.28,1.13,11.62,12.97,2.72,2,2023-12-14 11:00:00
390.53,2.15,21.25,3.22,1.15,12.0,13.43,3.07,2,2023-12-14 12:00:00
447.27,7.93,22.96,0.74,1.19,13.83,15.62,3.93,2,2023-12-14 13:00:00
527.38,17.21,23.65,0.07,1.27,15.9,18.08,4.75,2,2023-12-14 14:00:00
547.41,19.22,23.31,0.42,1.43,16.3,18.69,4.37,2,2023-12-14 15:00:00
480.65,12.74,20.73,3.31,1.21,15.21,17.56,1.41,2,2023-12-14 16:00:00
453.95,11.51,16.96,8.05,1.25,15.38,17.69,0.94,2,2023-12-14 17:00:00
433.92,11.06,13.71,13.59,1.7,16.16,18.44,0.96,2,2023-12-14 18:00:00
383.85,6.26,12.85,26.82,3.28,18.03,20.22,0.33,2,2023-12-14 19:00:00
373.84,4.58,13.88,30.4,3.1,17.82,19.94,0.45,2,2023-12-14 20:00:00
367.16,2.88,15.08,31.83,2.68,16.96,19.02,0.69,2,2023-12-14 21:00:00
377.18,1.23,19.02,28.61,2.26,16.44,18.48,1.06,2,2023-12-14 22:00:00
403.88,0.42,25.36,21.1,1.85,16.08,18.12,1.5,2,2023-12-14 23:00:00
423.91,0.45,28.79,16.27,1.94,15.89,17.91,1.71,2,2023-12-15 00:00:00
423.91,0.41,29.47,16.63,2.53,16.39,18.3,1.57,2,2023-12-15 01:00:00
400.54,0.19,25.7,22.17,2.56,16.58,18.15,1.3,2,2023-12-15 02:00:00
370.5,0.05,20.56,30.04,2.41,16.15,17.35,1.01,2,2023-12-15 03:00:00
357.15,0.03,18.51,32.9,2.21,16.16,17.17,0.86,2,2023-12-15 04:00:00
367.16,0.06,20.56,28.61,1.76,16.74,17.82,0.85,2,2023-12-15 05:00:00
367.16,0.05,20.56,26.11,1.46,16.95,18.08,0.7,2,2023-12-15 06:00:00
357.15,0.05,18.68,25.03,1.43,16.54,17.54,0.55,2,2023-12-15 07:00:00
353.81,0.07,18.16,22.89,1.46,16.25,17.09,0.5,2,2023-12-15 08:00:00
360.49,0.11,19.02,19.13,1.43,16.73,17.52,0.49,2,2023-12-15 09:00:00
373.84,0.25,21.25,13.95,1.19,17.64,18.43,0.51,2,2023-12-15 10:00:00
393.87,0.68,23.99,8.14,1.04,18.58,19.43,0.6,2,2023-12-15 11:00:00
420.57,2.6,26.73,2.77,1.07,19.91,20.87,0.8,2,2023-12-15 12:00:00
514.03,13.3,28.79,0.16,1.28,23.62,24.96,1.36,2,2023-12-15 13:00:00
647.54,29.5,31.19,0.0,1.39,27.96,29.66,1.66,3,2023-12-15 14:00:00
727.65,38.0,33.24,0.12,1.45,30.35,32.22,1.52,3,2023-12-15 15:00:00
687.6,32.63,34.27,0.8,1.55,28.9,30.8,1.19,3,2023-12-15 16:00:00
634.19,27.05,32.22,2.37,1.62,26.82,28.7,1.06,3,2023-12-15 17:00:00
607.49,25.7,29.82,3.89,1.73,25.37,27.16,1.08,3,2023-12-15 18:00:00
433.92,6.65,26.05,16.45,2.26,17.32,18.29,0.59,2,2023-12-15 19:00:00
390.53,3.55,21.93,18.95,1.91,13.72,14.4,0.66,2,2023-12-15 20:00:00
370.5,2.15,21.59,18.95,1.91,11.22,11.77,0.7,2,2023-12-15 21:00:00
427.25,3.97,31.53,7.51,1.65,11.58,12.3,1.12,2,2023-12-15 22:00:00
560.76,18.33,36.67,0.23,1.48,14.38,15.46,1.82,2,2023-12-15 23:00:00
707.63,37.1,37.36,0.0,1.56,17.74,19.21,2.72,2,2023-12-16 00:00:00
827.79,52.75,40.1,0.0,1.86,22.1,23.94,3.7,2,2023-12-16 01:00:00
921.25,65.27,42.5,0.0,1.94,27.33,29.33,4.18,3,2023-12-16 02:00:00
1014.71,74.21,45.24,0.0,1.79,32.95,35.17,4.12,3,2023-12-16 03:00:00
1054.76,76.89,46.61,0.0,1.42,36.85,39.0,3.17,3,2023-12-16 04:00:00
988.01,64.37,45.93,0.0,0.97,35.75,37.48,1.65,3,2023-12-16 05:00:00
741.0,33.53,39.07,0.02,0.72,26.21,27.25,0.7,3,2023-12-16 06:00:00
407.22,1.59,23.31,10.55,0.63,12.71,13.1,0.31,2,2023-12-16 07:00:00
310.42,0.01,9.25,30.04,0.46,6.79,6.99,0.27,1,2023-12-16 08:00:00
283.72,0.0,5.57,40.05,0.44,4.17,4.3,0.27,1,2023-12-16 09:00:00
280.38,0.0,4.58,41.13,0.45,3.47,3.58,0.25,1,2023-12-16 10:00:00
293.73,0.01,4.88,34.69,0.47,3.45,3.58,0.28,1,2023-12-16 11:00:00
300.41,0.02,5.44,30.76,0.51,3.82,4.0,0.31,1,2023-12-16 12:00:00
297.07,0.04,6.51,30.76,0.57,4.25,4.54,0.4,1,2023-12-16 13:00:00
293.73,0.04,7.37,33.97,0.55,4.13,4.51,0.5,1,2023-12-16 14:00:00
287.06,0.04,7.03,36.12,0.52,3.72,4.06,0.5,1,2023-12-16 15:00:00
290.39,0.11,6.34,35.05,0.5,3.66,3.88,0.42,1,2023-12-16 16:00:00
293.73,0.24,5.74,33.62,0.49,3.73,3.89,0.36,1,2023-12-16 17:00:00
297.07,0.37,5.23,33.26,0.46,3.73,3.87,0.34,1,2023-12-16 18:00:00
300.41,0.43,4.93,33.62,0.43,3.72,3.87,0.38,1,2023-12-16 19:00:00
300.41,0.4,4.97,33.97,0.44,3.75,3.9,0.43,1,2023-12-16 20:00:00
293.73,0.27,5.01,35.41,0.45,3.52,3.68,0.51,1,2023-12-16 21:00:00
287.06,0.16,5.1,38.27,0.43,3.12,3.28,0.58,1,2023-12-16 22:00:00
287.06,0.04,6.08,41.13,0.45,2.74,2.91,0.63,1,2023-12-16 23:00:00
287.06,0.01,6.94,43.27,0.48,2.42,2.63,0.66,1,2023-12-17 00:00:00
287.06,0.01,7.11,45.06,0.51,2.31,2.56,0.67,1,2023-12-17 01:00:00
283.72,0.01,6.34,47.92,0.51,2.09,2.36,0.66,1,2023-12-17 02:00:00
277.04,0.0,5.36,52.93,0.5,1.78,2.05,0.63,1,2023-12-17 03:00:00
300.41,0.02,9.77,47.21,0.45,2.55,3.0,0.68,1,2023-12-17 04:00:00
333.79,0.05,15.42,35.41,0.38,3.73,4.44,0.6,1,2023-12-17 05:00:00
343.8,0.07,17.14,28.25,0.5,4.08,4.9,1.2,1,2023-12-17 06:00:00
327.11,0.07,15.08,25.03,0.51,3.86,4.7,1.96,1,2023-12-17 07:00:00
313.76,0.06,12.17,23.6,0.47,3.87,4.62,2.53,1,2023-12-17 08:00:00
313.76,0.06,11.31,22.17,0.5,4.49,5.16,2.88,1,2023-12-17 09:00:00
320.43,0.06,12.0,21.82,0.57,5.3,5.93,2.94,1,2023-12-17 10:00:00
313.76,0.05,11.48,23.6,0.63,5.48,6.06,2.88,1,2023-12-17 11:00:00
300.41,0.03,9.77,29.33,0.72,5.33,5.92,2.69,1,2023-12-17 12:00:00
300.41,0.04,10.62,34.33,0.83,5.82,6.54,2.75,1,2023-12-17 13:00:00
320.43,0.09,14.05,33.26,0.9,6.78,7.93,2.88,1,2023-12-17 14:00:00
320.43,0.68,12.68,36.48,0.76,7.17,9.13,1.98,1,2023-12-17 15:00:00
293.73,1.4,7.8,47.92,0.74,6.06,8.52,1.77,1,2023-12-17 16:00:00
270.37,1.36,5.06,57.22,0.76,4.81,7.49,1.82,1,2023-12-17 17:00:00
263.69,1.16,3.81,60.8,0.83,4.63,7.44,1.87,2,2023-12-17 18:00:00
260.35,0.94,3.04,61.51,1.04,5.24,7.69,1.68,2,2023-12-17 19:00:00
257.02,0.86,3.08,62.94,1.21,4.55,6.25,1.57,2,2023-12-17 20:00:00
257.02,0.68,3.34,65.8,1.1,3.09,4.25,1.47,2,2023-12-17 21:00:00
260.35,0.45,4.71,65.8,1.0,2.16,3.06,1.52,2,2023-12-17 22:00:00
270.37,0.09,7.2,61.51,0.89,2.22,3.06,1.66,2,2023-12-17 23:00:00
280.38,0.0,8.91,58.65,0.76,2.34,3.16,1.82,1,2023-12-18 00:00:00
283.72,0.0,9.42,58.65,0.66,2.48,3.29,1.76,1,2023-12-18 01:00:00
283.72,0.0,8.83,58.65,0.58,2.57,3.41,1.49,1,2023-12-18 02:00:00
280.38,0.0,7.8,58.65,0.53,2.58,3.41,1.17,1,2023-12-18 03:00:00
273.7,0.0,6.85,59.37,0.52,2.46,3.32,1.06,1,2023-12-18 04:00:00
260.35,0.0,4.97,63.66,0.45,2.2,3.67,1.39,2,2023-12-18 05:00:00
253.68,0.0,3.0,67.95,0.39,2.07,4.31,1.66,2,2023-12-18 06:00:00
253.68,0.0,2.29,70.81,0.65,1.46,2.65,1.28,2,2023-12-18 07:00:00
253.68,0.0,2.36,69.38,0.83,1.03,1.46,0.95,2,2023-12-18 08:00:00
253.68,0.0,2.4,67.95,0.94,0.82,1.01,0.87,2,2023-12-18 09:00:00
257.02,0.0,2.36,67.23,0.95,0.73,0.86,0.88,2,2023-12-18 10:00:00
257.02,0.0,2.46,67.23,1.03,0.77,0.9,0.93,2,2023-12-18 11:00:00
257.02,0.0,2.91,67.23,1.28,0.95,1.1,1.03,2,2023-12-18 12:00:00
267.03,0.0,4.46,65.8,1.55,1.32,1.53,1.22,2,2023-12-18 13:00:00
273.7,0.0,5.74,65.8,1.65,1.49,1.76,1.36,2,2023-12-18 14:00:00
270.37,0.13,5.48,68.66,1.58,1.38,1.65,1.38,2,2023-12-18 15:00:00
263.69,0.54,4.46,72.96,1.43,1.18,1.44,1.3,2,2023-12-18 16:00:00
260.35,0.81,3.64,76.53,1.34,1.07,1.32,1.2,2,2023-12-18 17:00:00
257.02,0.87,3.3,78.68,1.31,1.02,1.27,1.09,2,2023-12-18 18:00:00
253.68,0.89,3.26,80.82,1.34,1.02,1.28,1.03,2,2023-12-18 19:00:00
253.68,0.92,3.64,81.54,1.4,1.11,1.38,1.04,2,2023-12-18 20:00:00
253.68,0.85,4.28,82.25,1.43,1.17,1.46,1.08,2,2023-12-18 21:00:00
333.79,2.18,17.14,62.94,1.37,3.13,3.7,1.92,2,2023-12-18 22:00:00
480.65,2.12,43.87,26.11,1.31,6.87,7.93,3.13,2,2023-12-18 23:00:00
654.22,10.39,63.06,2.06,1.36,11.59,13.15,4.24,2,2023-12-19 00:00:00
787.73,25.26,67.86,0.03,1.56,17.36,19.46,5.57,2,2023-12-19 01:00:00
794.41,27.05,69.23,0.03,1.74,19.61,21.98,6.27,2,2023-12-19 02:00:00
634.19,15.65,60.32,0.59,1.73,15.23,17.48,5.64,2,2023-12-19 03:00:00
383.85,0.28,30.85,28.25,1.53,6.12,7.43,3.45,1,2023-12-19 04:00:00
317.1,0.02,15.25,45.78,1.07,3.54,4.42,2.88,1,2023-12-19 05:00:00
293.73,0.0,9.42,55.07,1.0,2.41,3.01,2.47,1,2023-12-19 06:00:00
277.04,0.0,6.6,60.8,1.12,2.11,2.58,2.22,2,2023-12-19 07:00:00
270.37,0.0,5.74,61.51,1.07,2.19,2.64,2.18,2,2023-12-19 08:00:00
267.03,0.0,5.14,62.23,0.95,2.2,2.6,2.18,2,2023-12-19 09:00:00
263.69,0.0,4.28,64.37,0.86,2.03,2.54,2.09,2,2023-12-19 10:00:00
260.35,0.0,4.03,64.37,1.43,2.07,2.7,2.12,2,2023-12-19 11:00:00
260.35,0.0,4.24,62.94,1.97,2.13,2.72,2.06,2,2023-12-19 12:00:00
260.35,0.0,5.36,62.94,1.97,2.18,2.72,1.92,2,2023-12-19 13:00:00
260.35,0.0,6.25,65.09,1.62,1.92,2.41,1.79,2,2023-12-19 14:00:00
257.02,0.04,6.0,68.66,1.37,1.76,2.2,1.57,2,2023-12-19 15:00:00
253.68,0.33,5.44,70.81,2.95,2.75,3.17,1.22,2,2023-12-19 16:00:00
247.0,0.75,4.54,72.24,3.76,3.23,3.68,1.04,2,2023-12-19 17:00:00
243.66,0.89,3.73,73.67,3.1,2.91,3.42,1.01,2,2023-12-19 18:00:00
240.33,0.84,3.34,77.25,2.24,2.77,3.39,0.94,2,2023-12-19 19:00:00
240.33,0.78,3.43,79.39,1.67,2.54,3.26,0.99,2,2023-12-19 20:00:00
240.33,0.61,3.64,80.82,1.39,2.31,3.09,1.06,2,2023-12-19 21:00:00
250.34,0.44,5.4,78.68,1.39,2.59,3.42,1.17,2,2023-12-19 22:00:00
260.35,0.1,8.14,73.67,1.39,2.97,3.8,1.31,2,2023-12-19 23:00:00
270.37,0.0,9.94,69.38,1.28,3.27,4.1,1.44,2,2023-12-20 00:00:00
277.04,0.0,11.14,66.52,1.22,3.55,4.4,1.57,2,2023-12-20 01:00:00
280.38,0.0,11.31,64.37,1.18,3.66,4.54,1.63,2,2023-12-20 02:00:00
277.04,0.0,10.8,62.94,1.07,3.61,4.48,1.57,2,2023-12-20 03:00:00
280.38,0.0,10.97,60.08,0.89,3.66,4.55,1.41,2,2023-12-20 04:00:00
287.06,0.0,11.82,55.79,0.72,3.7,4.6,1.06,1,2023-12-20 05:00:00
280.38,0.0,10.62,52.93,0.61,3.35,4.16,0.66,1,2023-12-20 06:00:00
277.04,0.0,9.6,50.78,0.53,3.22,3.96,0.46,1,2023-12-20 07:00:00
273.7,0.0,9.08,48.64,0.6,3.37,4.08,0.67,1,2023-12-20 08:00:00
270.37,0.01,9.0,45.78,0.69,3.64,4.34,0.89,1,2023-12-20 09:00:00
273.7,0.01,9.6,42.56,0.72,3.96,4.68,0.96,1,2023-12-20 10:00:00
277.04,0.02,10.54,38.27,0.79,4.28,5.03,1.19,1,2023-12-20 11:00:00
290.39,0.05,12.68,33.62,0.87,4.83,5.65,1.57,1,2023-12-20 12:00:00
337.12,0.34,21.08,23.25,0.98,6.75,7.85,2.44,1,2023-12-20 13:00:00
403.88,1.82,31.53,10.64,1.13,8.87,10.31,3.26,1,2023-12-20 14:00:00
440.6,4.75,32.9,7.6,0.93,9.78,11.4,1.57,1,2023-12-20 15:00:00
403.88,5.87,23.99,16.99,0.92,8.59,10.2,1.0,1,2023-12-20 16:00:00
373.84,6.31,18.34,23.6,1.0,7.5,9.07,1.11,1,2023-12-20 17:00:00
350.48,5.7,15.59,27.89,1.31,6.77,8.2,1.36,1,2023-12-20 18:00:00
303.75,3.21,11.65,40.05,3.67,7.1,8.47,1.06,1,2023-12-20 19:00:00
300.41,2.79,11.65,42.2,4.53,7.88,9.36,1.09,1,2023-12-20 20:00:00
297.07,2.01,13.19,42.56,6.08,8.72,10.34,1.14,1,2023-12-20 21:00:00
320.43,1.12,20.56,34.33,8.11,9.87,11.68,1.44,1,2023-12-20 22:00:00
363.83,0.57,29.82,21.46,6.38,10.76,12.65,1.92,2,2023-12-20 23:00:00
397.21,0.85,33.24,13.59,3.28,10.95,12.78,1.9,2,2023-12-21 00:00:00
403.88,1.03,31.87,11.62,1.49,11.06,12.79,1.63,2,2023-12-21 01:00:00
387.19,0.71,27.76,13.77,0.93,11.05,12.76,1.39,2,2023-12-21 02:00:00
367.16,0.39,23.99,16.99,0.81,10.79,12.48,1.14,2,2023-12-21 03:00:00
350.48,0.25,20.73,19.67,0.77,10.46,12.12,0.92,2,2023-12-21 04:00:00
347.14,0.24,20.05,19.67,0.75,10.51,12.11,0.71,2,2023-12-21 05:00:00
333.79,0.14,17.82,20.56,0.75,10.15,11.58,0.52,2,2023-12-21 06:00:00
323.77,0.13,16.62,20.21,0.68,10.3,11.61,0.46,2,2023-12-21 07:00:00
320.43,0.15,15.94,18.78,0.57,10.9,12.15,0.46,2,2023-12-21 08:00:00
320.43,0.18,15.42,17.34,0.51,11.63,12.83,0.48,2,2023-12-21 09:00:00
320.43,0.23,15.77,15.38,0.5,12.61,13.65,0.49,2,2023-12-21 10:00:00
323.77,0.34,16.28,13.05,0.51,13.45,14.39,0.51,2,2023-12-21 11:00:00
337.12,0.73,17.99,9.83,0.52,14.47,15.42,0.59,2,2023-12-21 12:00:00
393.87,4.36,22.96,3.22,0.54,16.91,18.08,0.96,2,2023-12-21 13:00:00
473.98,12.96,24.68,0.39,0.58,19.17,20.6,1.19,2,2023-12-21 14:00:00
487.33,15.2,23.99,0.28,0.69,19.01,20.54,1.08,2,2023-12-21 15:00:00
410.56,7.26,21.59,1.97,0.81,15.84,17.41,0.84,2,2023-12-21 16:00:00
363.83,3.8,18.51,5.5,0.91,13.17,14.82,0.74,2,2023-12-21 17:00:00
330.45,1.9,15.25,12.87,1.18,10.63,12.24,0.67,2,2023-12-21 18:00:00
287.06,0.42,9.6,31.83,1.48,7.53,9.25,0.49,1,2023-12-21 19:00:00
277.04,0.25,8.83,37.19,1.37,6.47,8.43,0.46,1,2023-12-21 20:00:00
277.04,0.16,8.83,38.27,1.37,6.25,8.49,0.46,1,2023-12-21 21:00:00
300.41,0.15,13.88,30.76,1.27,6.95,9.46,0.64,1,2023-12-21 22:00:00
343.8,0.41,21.59,17.88,1.09,8.07,10.81,0.8,1,2023-12-21 23:00:00
377.18,1.34,26.05,9.03,0.9,9.0,11.85,0.9,1,2023-12-22 00:00:00
390.53,2.18,27.42,5.45,0.8,9.88,12.79,0.93,1,2023-12-22 01:00:00
370.5,1.51,24.68,6.88,0.84,9.97,12.81,0.82,1,2023-12-22 02:00:00
333.79,0.5,19.54,13.23,0.92,9.22,11.85,0.67,1,2023-12-22 03:00:00
300.41,0.11,14.05,22.17,0.94,8.28,10.52,0.56,1,2023-12-22 04:00:00
290.39,0.08,12.85,23.96,0.83,8.07,9.88,0.5,1,2023-12-22 05:00:00
280.38,0.04,10.8,24.68,0.77,7.44,8.77,0.4,1,2023-12-22 06:00:00
273.7,0.03,9.17,24.68,0.63,7.0,7.92,0.35,1,2023-12-22 07:00:00
270.37,0.04,8.65,22.35,0.53,6.88,7.59,0.34,1,2023-12-22 08:00:00
270.37,0.06,8.83,19.67,0.51,6.85,7.47,0.36,1,2023-12-22 09:00:00
277.04,0.14,10.02,15.38,0.49,7.18,7.78,0.37,1,2023-12-22 10:00:00
290.39,0.36,12.0,10.1,0.48,7.76,8.38,0.43,1,2023-12-22 11:00:00
313.76,1.2,14.39,5.14,0.51,8.6,9.27,0.55,1,2023-12-22 12:00:00
380.52,7.6,17.65,0.71,0.58,10.81,11.67,0.98,2,2023-12-22 13:00:00
480.65,19.67,18.34,0.02,0.66,13.25,14.33,1.42,2,2023-12-22 14:00:00
547.41,26.38,19.36,0.08,0.74,14.1,15.32,1.61,2,2023-12-22 15:00:00
540.73,25.93,19.02,0.48,0.81,13.11,14.38,1.57,2,2023-12-22 16:00:00
534.06,25.7,17.31,1.03,0.87,12.45,13.73,1.39,2,2023-12-22 17:00:00
514.03,23.02,16.11,1.61,0.95,12.06,13.34,1.17,2,2023-12-22 18:00:00
390.53,7.1,14.91,9.12,1.61,11.68,13.6,0.71,2,2023-12-22 19:00:00
373.84,4.92,13.02,15.56,1.65,13.8,16.89,0.68,2,2023-12-22 20:00:00
383.85,4.81,13.54,16.99,1.94,15.62,19.41,0.78,2,2023-12-22 21:00:00
460.62,9.61,20.73,8.94,1.52,18.59,22.83,1.28,2,2023-12-22 22:00:00
607.49,23.25,27.08,0.77,1.16,22.85,27.55,2.06,2,2023-12-22 23:00:00
741.0,38.44,29.13,0.0,1.31,26.62,31.8,3.32,3,2023-12-23 00:00:00
841.14,49.62,31.87,0.0,1.94,31.03,36.84,5.64,3,2023-12-23 01:00:00
867.84,51.41,33.59,0.0,2.38,34.13,40.7,7.22,3,2023-12-23 02:00:00
814.44,44.7,32.9,0.0,2.41,34.0,41.29,7.66,3,2023-12-23 03:00:00
714.3,34.87,30.16,0.0,2.18,31.26,39.22,7.66,3,2023-12-23 04:00:00
634.19,28.16,27.42,0.0,1.94,28.39,36.7,7.47,3,2023-12-23 05:00:00
567.44,21.46,24.33,0.01,1.73,24.98,33.25,6.84,2,2023-12-23 06:00:00
500.68,13.3,21.76,0.02,1.1,21.82,29.78,5.0,2,2023-12-23 07:00:00
473.98,8.05,21.08,0.03,0.69,20.38,27.74,3.29,2,2023-12-23 08:00:00
467.3,5.64,21.25,0.08,0.56,19.79,26.38,2.25,2,2023-12-23 09:00:00
460.62,4.3,20.39,0.27,0.53,19.18,24.97,1.68,2,2023-12-23 10:00:00
447.27,3.16,18.68,0.73,0.53,18.32,23.37,1.39,2,2023-12-23 11:00:00
440.6,2.6,17.14,1.4,0.54,17.58,22.13,1.25,2,2023-12-23 12:00:00
460.62,4.75,17.48,0.99,0.39,17.75,22.08,0.73,2,2023-12-23 13:00:00
487.33,8.27,17.82,0.35,0.37,17.54,21.78,0.66,2,2023-12-23 14:00:00
480.65,8.49,16.45,1.92,0.41,16.21,20.55,0.59,2,2023-12-23 15:00:00
413.89,4.75,11.48,11.27,0.53,14.69,19.76,0.47,2,2023-12-23 16:00:00
380.52,4.14,8.14,17.7,0.61,13.64,19.23,0.56,2,2023-12-23 17:00:00
357.15,3.55,6.85,21.99,0.95,12.7,19.09,0.76,2,2023-12-23 18:00:00
330.45,1.51,7.88,29.33,2.35,13.09,20.02,0.73,2,2023-12-23 19:00:00
327.11,1.15,8.23,29.68,2.44,12.09,17.82,0.84,2,2023-12-23 20:00:00
323.77,0.76,8.48,28.61,2.18,10.04,13.81,0.93,2,2023-12-23 21:00:00
297.07,0.14,8.31,34.33,2.71,6.98,9.4,0.63,1,2023-12-23 22:00:00
273.7,0.02,7.63,36.84,2.95,5.24,7.11,0.35,1,2023-12-23 23:00:00
273.7,0.01,7.8,35.76,2.8,5.0,6.59,0.26,1,2023-12-24 00:00:00
273.7,0.01,7.97,34.69,2.71,5.16,6.23,0.26,1,2023-12-24 01:00:00
273.7,0.01,7.8,32.54,2.53,4.85,5.65,0.28,1,2023-12-24 02:00:00
267.03,0.01,7.03,31.83,2.09,4.32,5.0,0.26,1,2023-12-24 03:00:00
250.34,0.0,5.48,37.55,1.68,3.39,4.0,0.21,1,2023-12-24 04:00:00
236.99,0.0,4.11,47.21,1.43,2.43,2.96,0.17,1,2023-12-24 05:00:00
233.65,0.0,3.3,53.64,1.34,2.04,2.44,0.13,1,2023-12-24 06:00:00
230.31,0.0,3.0,55.79,1.48,2.25,2.65,0.12,1,2023-12-24 07:00:00
230.31,0.0,3.13,54.36,2.0,2.81,3.37,0.13,1,2023-12-24 08:00:00
233.65,0.0,3.77,51.5,2.35,3.21,3.93,0.16,1,2023-12-24 09:00:00
236.99,0.0,4.2,49.35,2.35,3.3,3.87,0.16,1,2023-12-24 10:00:00
236.99,0.0,4.03,48.64,1.89,2.65,2.94,0.13,1,2023-12-24 11:00:00
233.65,0.0,3.77,47.92,1.55,2.12,2.31,0.12,1,2023-12-24 12:00:00
236.99,0.0,4.2,48.64,1.36,1.92,2.08,0.14,1,2023-12-24 13:00:00
240.33,0.0,5.31,48.64,1.36,1.66,1.83,0.17,1,2023-12-24 14:00:00
243.66,0.01,6.0,48.64,1.46,1.38,1.55,0.19,1,2023-12-24 15:00:00
243.66,0.04,5.83,47.92,1.53,1.19,1.35,0.18,1,2023-12-24 16:00:00
240.33,0.11,5.57,45.78,1.45,1.16,1.3,0.16,1,2023-12-24 17:00:00
243.66,0.18,5.23,45.06,1.34,1.16,1.29,0.14,1,2023-12-24 18:00:00
247.0,0.21,5.74,43.63,1.16,1.21,1.35,0.16,1,2023-12-24 19:00:00
260.35,0.25,8.31,39.7,1.24,1.59,1.77,0.26,1,2023-12-24 20:00:00
273.7,0.19,9.94,37.19,1.09,1.87,2.08,0.29,1,2023-12-24 21:00:00
300.41,0.14,7.97,25.03,0.51,3.35,3.51,0.39,1,2023-12-24 22:00:00
323.77,0.1,8.23,22.53,0.43,5.06,5.22,0.48,1,2023-12-24 23:00:00
310.42,0.07,7.63,25.39,0.43,3.79,3.95,0.47,1,2023-12-25 00:00:00
297.07,0.03,6.0,30.76,0.44,1.68,1.81,0.38,1,2023-12-25 01:00:00
287.06,0.02,4.71,36.48,0.42,0.89,1.01,0.27,1,2023-12-25 02:00:00
280.38,0.01,3.98,39.7,0.38,0.77,0.88,0.24,1,2023-12-25 03:00:00
280.38,0.01,3.77,40.05,0.32,0.8,0.89,0.23,1,2023-12-25 04:00:00
280.38,0.01,3.51,40.41,0.35,0.73,0.81,0.21,1,2023-12-25 05:00:00
277.04,0.0,3.0,42.2,0.47,0.6,0.66,0.17,1,2023-12-25 06:00:00
270.37,0.0,2.87,44.35,0.68,0.56,0.62,0.16,1,2023-12-25 07:00:00
263.69,0.0,2.63,47.21,0.74,0.5,0.56,0.15,1,2023-12-25 08:00:00
257.02,0.0,2.57,50.78,0.88,0.5,0.56,0.14,1,2023-12-25 09:00:00
253.68,0.0,2.57,54.36,1.03,0.5,0.56,0.14,1,2023-12-25 10:00:00
